session_id,user_id,session_start_ts,traffic_source,device_type,landing_page
s_58_4_9501,58,2026-03-08 02:55:18,linkedin,desktop,home
s_96_10_5453,96,2026-03-08 03:45:09,affiliate,desktop,search
s_255_1_2295,255,2026-03-08 03:52:16,instagram,tablet,product
s_92_0_6150,92,2026-03-08 04:06:57,direct,mobile,home
s_223_1_4451,223,2026-03-08 04:35:52,direct,mobile,home
s_11_1_3944,11,2026-03-08 04:39:19,direct,mobile,home
s_300_4_7624,300,2026-03-08 05:13:54,instagram,desktop,search
s_243_7_4012,243,2026-03-08 05:42:09,direct,mobile,home
s_289_4_2528,289,2026-03-08 05:43:42,linkedin,desktop,home
s_273_2_2370,273,2026-03-08 06:13:28,linkedin,tablet,campaign
s_67_4_4139,67,2026-03-08 06:32:33,affiliate,desktop,search
s_192_0_4053,192,2026-03-08 07:15:40,newsletter,desktop,campaign
s_253_11_9821,253,2026-03-08 08:19:50,google,desktop,campaign
s_191_3_1798,191,2026-03-08 08:38:41,newsletter,tablet,search
s_64_0_9331,64,2026-03-08 08:41:48,instagram,mobile,home
s_52_0_3080,52,2026-03-08 09:06:27,google,desktop,search
s_191_9_7816,191,2026-03-08 09:15:24,direct,mobile,campaign
s_239_5_7507,239,2026-03-08 09:31:56,instagram,desktop,campaign
s_25_6_3372,25,2026-03-08 09:36:47,affiliate,tablet,search
s_11_12_4216,11,2026-03-08 09:48:57,google,tablet,campaign
s_162_3_4321,162,2026-03-08 10:18:49,newsletter,tablet,campaign
s_186_8_8423,186,2026-03-08 10:40:42,newsletter,mobile,home
s_134_8_3980,134,2026-03-08 10:40:58,direct,desktop,campaign
s_216_16_2418,216,2026-03-08 10:49:16,google,desktop,search
s_32_8_7381,32,2026-03-08 11:00:12,direct,desktop,product
s_184_5_7535,184,2026-03-08 12:12:01,direct,mobile,search
s_127_9_2460,127,2026-03-08 12:18:40,direct,mobile,home
s_179_4_4510,179,2026-03-08 12:46:40,google,tablet,product
s_160_4_6208,160,2026-03-08 12:50:56,linkedin,tablet,home
s_125_5_2807,125,2026-03-08 13:00:48,affiliate,desktop,campaign
s_78_10_6920,78,2026-03-08 13:49:01,linkedin,tablet,search
s_270_3_7415,270,2026-03-08 14:01:22,google,desktop,campaign
s_218_2_7203,218,2026-03-08 14:16:20,linkedin,mobile,product
s_223_4_7460,223,2026-03-08 14:48:49,direct,tablet,search
s_201_1_5715,201,2026-03-08 15:12:54,affiliate,desktop,home
s_96_1_6266,96,2026-03-08 15:32:31,instagram,mobile,home
s_242_0_9072,242,2026-03-08 15:47:22,instagram,tablet,product
s_17_9_4298,17,2026-03-08 16:19:07,direct,mobile,search
s_104_1_5158,104,2026-03-08 17:00:45,affiliate,tablet,home
s_264_4_6814,264,2026-03-08 17:34:29,instagram,desktop,search
s_151_3_9335,151,2026-03-08 18:15:13,linkedin,desktop,product
s_218_0_3481,218,2026-03-08 18:37:33,instagram,desktop,home
s_264_2_9878,264,2026-03-08 19:07:07,google,mobile,search
s_243_5_6366,243,2026-03-08 19:07:36,google,tablet,home
s_82_0_9487,82,2026-03-08 20:00:03,affiliate,desktop,campaign
s_201_0_6414,201,2026-03-08 20:32:17,affiliate,mobile,home
s_125_9_3065,125,2026-03-08 21:02:59,newsletter,tablet,product
s_204_1_7111,204,2026-03-08 22:28:31,affiliate,desktop,search
s_117_4_6125,117,2026-03-08 22:39:03,google,tablet,campaign
s_274_2_6066,274,2026-03-08 22:49:12,direct,mobile,search
s_297_6_7622,297,2026-03-08 22:51:41,linkedin,desktop,search
s_257_2_3991,257,2026-03-08 23:01:35,linkedin,desktop,home
s_230_9_1296,230,2026-03-08 23:32:05,instagram,tablet,campaign
s_178_8_6846,178,2026-03-08 23:48:23,instagram,desktop,campaign
s_145_6_4296,145,2026-03-08 23:54:00,direct,tablet,product
s_37_1_2740,37,2026-03-08 23:54:03,newsletter,desktop,product
s_245_7_5094,245,2026-03-09 00:20:06,instagram,mobile,product
s_264_3_3246,264,2026-03-09 00:32:24,linkedin,tablet,home
s_279_1_8201,279,2026-03-09 02:16:30,google,desktop,home
s_216_2_3620,216,2026-03-09 02:21:10,linkedin,tablet,search
s_118_5_4339,118,2026-03-09 02:31:56,instagram,desktop,campaign
s_276_4_8865,276,2026-03-09 02:44:41,google,tablet,search
s_181_0_4536,181,2026-03-09 02:58:16,google,desktop,product
s_63_0_2082,63,2026-03-09 03:30:20,newsletter,tablet,product
s_173_6_4111,173,2026-03-09 03:32:18,direct,desktop,search
s_144_0_4745,144,2026-03-09 03:47:30,linkedin,desktop,product
s_131_3_5662,131,2026-03-09 04:50:49,affiliate,desktop,home
s_273_1_4222,273,2026-03-09 04:51:33,linkedin,tablet,search
s_58_1_8500,58,2026-03-09 04:57:31,linkedin,desktop,campaign
s_119_0_1992,119,2026-03-09 05:06:55,affiliate,tablet,home
s_205_0_7262,205,2026-03-09 05:08:14,direct,mobile,campaign
s_237_3_2887,237,2026-03-09 05:17:13,google,tablet,campaign
s_29_1_3410,29,2026-03-09 07:33:02,affiliate,tablet,campaign
s_278_2_1040,278,2026-03-09 07:51:48,affiliate,desktop,campaign
s_67_1_2133,67,2026-03-09 07:55:21,newsletter,desktop,campaign
s_162_15_3999,162,2026-03-09 09:08:20,newsletter,tablet,campaign
s_46_3_9610,46,2026-03-09 09:23:32,newsletter,mobile,product
s_66_4_4228,66,2026-03-09 10:32:37,affiliate,tablet,search
s_136_1_4785,136,2026-03-09 11:14:11,newsletter,mobile,home
s_122_7_8383,122,2026-03-09 11:15:30,instagram,desktop,home
s_5_1_5566,5,2026-03-09 11:36:13,newsletter,tablet,search
s_191_4_6648,191,2026-03-09 12:26:14,linkedin,desktop,home
s_169_0_3757,169,2026-03-09 13:43:47,newsletter,desktop,campaign
s_138_2_1329,138,2026-03-09 14:23:24,affiliate,mobile,campaign
s_19_10_3530,19,2026-03-09 16:12:52,linkedin,mobile,home
s_226_11_6459,226,2026-03-09 16:34:07,instagram,mobile,search
s_283_3_8727,283,2026-03-09 16:40:25,newsletter,desktop,campaign
s_57_9_8919,57,2026-03-09 17:20:22,newsletter,tablet,campaign
s_36_9_5541,36,2026-03-09 17:23:21,direct,mobile,home
s_119_5_9570,119,2026-03-09 17:34:49,affiliate,desktop,search
s_38_3_5604,38,2026-03-09 17:55:44,instagram,tablet,campaign
s_7_0_4561,7,2026-03-09 18:23:21,affiliate,desktop,campaign
s_286_6_5956,286,2026-03-09 18:28:05,affiliate,mobile,search
s_296_1_7992,296,2026-03-09 18:32:15,newsletter,mobile,home
s_35_9_7626,35,2026-03-09 19:04:09,direct,desktop,campaign
s_289_2_5683,289,2026-03-09 19:07:24,google,mobile,search
s_134_4_5489,134,2026-03-09 20:08:09,newsletter,tablet,product
s_272_1_7424,272,2026-03-09 20:46:10,affiliate,desktop,search
s_12_4_6153,12,2026-03-09 20:51:40,direct,tablet,product
s_61_7_5746,61,2026-03-09 21:27:14,instagram,tablet,home
s_57_0_4137,57,2026-03-09 21:33:15,linkedin,desktop,search
s_141_3_9160,141,2026-03-09 21:39:21,direct,mobile,search
s_45_5_4934,45,2026-03-09 21:40:18,affiliate,tablet,home
s_45_7_4909,45,2026-03-09 21:55:56,instagram,mobile,campaign
s_233_1_2324,233,2026-03-09 22:05:36,newsletter,tablet,home
s_207_10_8464,207,2026-03-09 23:01:08,affiliate,mobile,search
s_197_5_6852,197,2026-03-09 23:43:49,linkedin,mobile,search
s_201_10_5448,201,2026-03-10 00:07:24,direct,mobile,search
s_51_7_8758,51,2026-03-10 00:24:02,direct,desktop,campaign
s_166_3_6050,166,2026-03-10 01:26:48,linkedin,mobile,product
s_35_10_4714,35,2026-03-10 01:55:24,linkedin,mobile,home
s_176_4_1068,176,2026-03-10 02:31:12,linkedin,mobile,search
s_259_15_2306,259,2026-03-10 02:48:18,google,mobile,search
s_169_1_5352,169,2026-03-10 04:48:53,instagram,desktop,search
s_275_7_1339,275,2026-03-10 04:53:23,google,desktop,product
s_252_0_1954,252,2026-03-10 07:04:25,google,desktop,search
s_232_5_8188,232,2026-03-10 07:45:41,affiliate,tablet,campaign
s_20_12_9720,20,2026-03-10 08:31:40,instagram,mobile,campaign
s_196_4_2657,196,2026-03-10 08:40:23,linkedin,mobile,product
s_220_4_3818,220,2026-03-10 08:45:11,linkedin,desktop,search
s_161_5_5073,161,2026-03-10 08:58:31,google,mobile,campaign
s_247_4_9192,247,2026-03-10 09:07:22,linkedin,mobile,campaign
s_70_2_2058,70,2026-03-10 09:59:33,google,mobile,home
s_169_10_2908,169,2026-03-10 10:30:14,direct,tablet,search
s_55_5_8209,55,2026-03-10 10:32:39,google,mobile,product
s_107_8_4877,107,2026-03-10 11:03:35,instagram,desktop,search
s_65_0_5537,65,2026-03-10 11:16:10,instagram,desktop,search
s_39_6_2577,39,2026-03-10 11:30:35,instagram,tablet,home
s_176_1_5266,176,2026-03-10 11:52:37,affiliate,mobile,home
s_295_1_8097,295,2026-03-10 11:54:32,newsletter,tablet,campaign
s_98_7_6908,98,2026-03-10 12:30:11,linkedin,desktop,home
s_145_1_9132,145,2026-03-10 12:31:20,direct,tablet,product
s_276_8_1160,276,2026-03-10 13:25:43,instagram,mobile,campaign
s_59_3_6497,59,2026-03-10 13:50:57,linkedin,desktop,home
s_227_0_5857,227,2026-03-10 14:33:26,instagram,desktop,home
s_228_0_7994,228,2026-03-10 14:35:52,linkedin,mobile,search
s_38_2_4326,38,2026-03-10 15:00:23,instagram,desktop,search
s_139_5_5835,139,2026-03-10 15:08:11,affiliate,mobile,product
s_141_5_1833,141,2026-03-10 15:26:02,direct,desktop,product
s_155_11_4696,155,2026-03-10 15:52:28,newsletter,tablet,campaign
s_5_9_5144,5,2026-03-10 15:57:01,direct,mobile,campaign
s_125_8_4824,125,2026-03-10 15:57:47,linkedin,desktop,home
s_263_3_7135,263,2026-03-10 16:14:15,affiliate,mobile,search
s_236_8_9707,236,2026-03-10 16:18:19,google,desktop,search
s_246_1_4407,246,2026-03-10 16:29:02,direct,mobile,search
s_58_2_7003,58,2026-03-10 16:48:09,newsletter,mobile,home
s_113_6_6181,113,2026-03-10 17:50:35,linkedin,mobile,product
s_2_9_6913,2,2026-03-10 17:56:35,direct,mobile,home
s_293_6_1511,293,2026-03-10 18:05:12,google,tablet,product
s_71_4_4785,71,2026-03-10 19:18:44,affiliate,mobile,home
s_212_4_4400,212,2026-03-10 19:40:31,google,tablet,search
s_102_10_8163,102,2026-03-10 20:00:54,affiliate,tablet,search
s_187_11_4193,187,2026-03-10 20:10:40,instagram,mobile,search
s_81_6_5284,81,2026-03-10 20:45:03,newsletter,mobile,home
s_116_5_7518,116,2026-03-10 21:55:18,direct,mobile,product
s_133_9_5895,133,2026-03-10 22:01:17,google,mobile,campaign
s_162_10_1905,162,2026-03-10 23:16:16,direct,desktop,product
s_77_7_9350,77,2026-03-10 23:42:07,google,desktop,product
s_276_5_8942,276,2026-03-11 00:44:39,affiliate,tablet,campaign
s_115_2_3131,115,2026-03-11 00:49:20,newsletter,desktop,home
s_291_9_5704,291,2026-03-11 01:38:43,newsletter,desktop,product
s_35_3_7500,35,2026-03-11 01:45:52,google,mobile,product
s_280_3_9163,280,2026-03-11 02:38:29,affiliate,tablet,home
s_250_1_9286,250,2026-03-11 03:00:13,instagram,desktop,home
s_226_8_2474,226,2026-03-11 03:04:24,google,desktop,product
s_107_10_1393,107,2026-03-11 03:04:55,newsletter,tablet,campaign
s_193_7_9626,193,2026-03-11 03:31:19,affiliate,tablet,home
s_139_1_1492,139,2026-03-11 03:36:25,direct,desktop,home
s_30_10_1794,30,2026-03-11 03:57:06,newsletter,tablet,campaign
s_114_18_5340,114,2026-03-11 04:45:58,google,desktop,home
s_7_7_8420,7,2026-03-11 04:58:34,affiliate,desktop,home
s_220_6_7326,220,2026-03-11 05:35:48,instagram,desktop,home
s_12_3_2380,12,2026-03-11 05:40:36,instagram,tablet,product
s_182_2_4480,182,2026-03-11 05:44:48,affiliate,mobile,campaign
s_252_7_7690,252,2026-03-11 06:33:53,affiliate,desktop,campaign
s_90_0_2114,90,2026-03-11 06:42:30,instagram,desktop,home
s_10_5_6838,10,2026-03-11 06:58:59,linkedin,mobile,campaign
s_44_10_7096,44,2026-03-11 07:47:13,google,desktop,search
s_166_9_1953,166,2026-03-11 07:49:14,instagram,tablet,product
s_159_8_1375,159,2026-03-11 08:03:12,affiliate,tablet,campaign
s_263_10_2676,263,2026-03-11 08:15:18,affiliate,tablet,search
s_137_5_1278,137,2026-03-11 08:20:56,direct,mobile,campaign
s_102_4_3225,102,2026-03-11 08:25:44,direct,desktop,campaign
s_122_4_2729,122,2026-03-11 08:39:07,direct,mobile,campaign
s_257_13_8655,257,2026-03-11 09:03:21,instagram,tablet,home
s_120_0_6901,120,2026-03-11 09:05:24,google,mobile,product
s_220_9_7418,220,2026-03-11 09:13:22,linkedin,mobile,campaign
s_183_8_2322,183,2026-03-11 09:20:45,affiliate,mobile,product
s_105_4_9279,105,2026-03-11 09:38:03,linkedin,mobile,campaign
s_240_2_2912,240,2026-03-11 09:57:02,affiliate,mobile,search
s_6_2_8099,6,2026-03-11 10:20:00,newsletter,desktop,search
s_96_6_4489,96,2026-03-11 10:36:26,affiliate,mobile,home
s_291_6_6442,291,2026-03-11 10:46:52,google,desktop,campaign
s_70_1_6165,70,2026-03-11 10:49:03,direct,tablet,campaign
s_68_10_2901,68,2026-03-11 11:08:27,google,desktop,home
s_63_2_8422,63,2026-03-11 11:12:39,affiliate,mobile,product
s_33_2_2437,33,2026-03-11 11:20:55,google,tablet,search
s_178_0_7592,178,2026-03-11 11:29:42,google,tablet,home
s_93_0_7928,93,2026-03-11 12:10:47,linkedin,desktop,product
s_258_10_7961,258,2026-03-11 12:42:07,newsletter,tablet,campaign
s_263_7_8179,263,2026-03-11 13:02:54,linkedin,desktop,search
s_79_9_7090,79,2026-03-11 13:23:12,google,tablet,home
s_26_4_9320,26,2026-03-11 13:28:27,linkedin,tablet,home
s_246_0_5501,246,2026-03-11 13:41:41,linkedin,mobile,home
s_148_2_6795,148,2026-03-11 13:57:34,affiliate,mobile,home
s_134_9_2761,134,2026-03-11 14:42:41,direct,tablet,home
s_39_12_3656,39,2026-03-11 15:18:55,instagram,mobile,campaign
s_105_3_2854,105,2026-03-11 15:32:57,instagram,desktop,home
s_189_10_2115,189,2026-03-11 15:44:14,direct,desktop,home
s_207_4_8006,207,2026-03-11 16:10:34,linkedin,tablet,product
s_104_3_6784,104,2026-03-11 16:19:40,google,tablet,product
s_36_6_6368,36,2026-03-11 17:03:20,newsletter,desktop,campaign
s_271_5_4793,271,2026-03-11 17:03:23,instagram,mobile,search
s_227_10_3143,227,2026-03-11 17:14:10,google,desktop,home
s_197_7_6324,197,2026-03-11 17:22:39,affiliate,mobile,campaign
s_300_15_9651,300,2026-03-11 17:48:48,instagram,tablet,home
s_296_2_7146,296,2026-03-11 18:09:24,instagram,mobile,campaign
s_121_3_4024,121,2026-03-11 19:13:01,instagram,desktop,search
s_267_1_8991,267,2026-03-11 19:50:05,instagram,tablet,product
s_290_0_3491,290,2026-03-11 20:14:47,instagram,tablet,product
s_195_5_2115,195,2026-03-11 20:30:45,direct,desktop,search
s_79_6_9417,79,2026-03-11 20:49:27,google,mobile,search
s_42_2_9072,42,2026-03-11 21:04:19,affiliate,desktop,product
s_78_3_1706,78,2026-03-11 21:42:34,newsletter,desktop,search
s_159_10_3912,159,2026-03-11 22:29:23,affiliate,mobile,campaign
s_217_1_3578,217,2026-03-11 22:52:49,linkedin,tablet,search
s_87_0_5428,87,2026-03-11 23:25:43,google,desktop,product
s_66_10_7002,66,2026-03-11 23:39:54,instagram,desktop,campaign
s_167_0_5905,167,2026-03-12 00:46:33,google,desktop,search
s_238_7_3840,238,2026-03-12 01:24:43,google,desktop,campaign
s_79_4_2018,79,2026-03-12 01:31:41,google,mobile,home
s_137_8_7893,137,2026-03-12 02:14:45,affiliate,tablet,search
s_122_12_9946,122,2026-03-12 02:19:08,affiliate,tablet,campaign
s_146_10_5252,146,2026-03-12 02:25:17,affiliate,mobile,product
s_113_10_5840,113,2026-03-12 02:31:32,newsletter,tablet,product
s_46_5_2835,46,2026-03-12 03:18:09,affiliate,tablet,home
s_118_0_2127,118,2026-03-12 04:10:54,linkedin,desktop,home
s_184_7_3287,184,2026-03-12 04:13:06,google,desktop,search
s_72_5_8657,72,2026-03-12 04:50:07,affiliate,mobile,product
s_146_11_9037,146,2026-03-12 04:53:16,newsletter,tablet,product
s_44_8_1816,44,2026-03-12 05:09:59,google,tablet,product
s_127_10_9981,127,2026-03-12 05:17:10,direct,mobile,campaign
s_234_5_4760,234,2026-03-12 05:44:18,affiliate,mobile,home
s_297_7_4976,297,2026-03-12 05:57:48,newsletter,tablet,campaign
s_8_4_4232,8,2026-03-12 06:14:40,newsletter,desktop,campaign
s_262_4_4975,262,2026-03-12 08:25:31,newsletter,mobile,home
s_142_1_3116,142,2026-03-12 08:38:58,affiliate,desktop,search
s_50_8_2469,50,2026-03-12 09:01:37,affiliate,mobile,home
s_275_14_5217,275,2026-03-12 09:02:53,newsletter,tablet,search
s_29_2_2369,29,2026-03-12 09:03:26,affiliate,desktop,product
s_62_2_3990,62,2026-03-12 09:13:15,google,tablet,home
s_110_4_7759,110,2026-03-12 10:26:53,affiliate,desktop,search
s_281_3_6787,281,2026-03-12 10:53:03,google,desktop,home
s_136_0_9894,136,2026-03-12 11:46:45,direct,desktop,home
s_100_4_9813,100,2026-03-12 12:07:32,affiliate,desktop,search
s_219_2_1631,219,2026-03-12 12:43:53,instagram,mobile,product
s_236_10_8742,236,2026-03-12 13:11:24,linkedin,tablet,product
s_270_6_3757,270,2026-03-12 13:12:50,affiliate,mobile,campaign
s_108_7_3842,108,2026-03-12 13:13:04,google,tablet,campaign
s_296_0_7105,296,2026-03-12 13:20:54,linkedin,tablet,campaign
s_21_7_8695,21,2026-03-12 13:21:37,direct,mobile,search
s_201_5_1516,201,2026-03-12 13:50:56,google,desktop,search
s_171_7_9123,171,2026-03-12 14:03:41,google,tablet,home
s_47_3_4135,47,2026-03-12 14:11:31,instagram,desktop,campaign
s_205_7_9479,205,2026-03-12 14:24:33,affiliate,mobile,campaign
s_205_4_2711,205,2026-03-12 16:02:27,instagram,mobile,search
s_130_0_6351,130,2026-03-12 16:11:14,affiliate,desktop,search
s_161_10_6179,161,2026-03-12 16:17:22,instagram,mobile,product
s_63_12_7184,63,2026-03-12 16:49:43,affiliate,mobile,home
s_209_2_1638,209,2026-03-12 17:18:15,google,tablet,home
s_131_0_4171,131,2026-03-12 17:25:40,affiliate,mobile,home
s_21_13_2116,21,2026-03-12 17:55:14,linkedin,mobile,product
s_105_2_2835,105,2026-03-12 18:13:52,instagram,tablet,product
s_242_1_5778,242,2026-03-12 18:17:48,instagram,mobile,campaign
s_124_9_5725,124,2026-03-12 18:28:12,instagram,mobile,home
s_180_5_3383,180,2026-03-12 19:09:26,google,desktop,home
s_4_0_4672,4,2026-03-12 19:24:35,google,mobile,product
s_245_2_2497,245,2026-03-12 19:35:48,newsletter,mobile,product
s_119_11_5973,119,2026-03-12 20:20:11,affiliate,tablet,search
s_134_0_3552,134,2026-03-12 20:23:55,direct,desktop,search
s_159_2_6319,159,2026-03-12 21:33:29,direct,desktop,home
s_148_5_9013,148,2026-03-12 21:38:33,affiliate,mobile,home
s_262_10_1443,262,2026-03-12 21:59:21,affiliate,tablet,home
s_60_2_3586,60,2026-03-12 22:22:38,newsletter,desktop,product
s_232_8_6509,232,2026-03-13 00:05:27,direct,mobile,search
s_241_4_3485,241,2026-03-13 00:32:29,newsletter,desktop,search
s_231_7_3048,231,2026-03-13 00:39:25,affiliate,mobile,campaign
s_44_7_4846,44,2026-03-13 00:51:55,affiliate,mobile,search
s_68_7_5486,68,2026-03-13 00:55:35,instagram,tablet,search
s_8_8_1768,8,2026-03-13 01:51:03,newsletter,desktop,campaign
s_60_7_8672,60,2026-03-13 02:19:36,linkedin,mobile,product
s_210_3_7773,210,2026-03-13 03:10:30,affiliate,mobile,campaign
s_77_4_6956,77,2026-03-13 03:21:46,affiliate,desktop,home
s_209_1_9911,209,2026-03-13 03:24:09,google,mobile,campaign
s_139_3_4814,139,2026-03-13 03:41:10,instagram,mobile,home
s_56_1_9347,56,2026-03-13 04:05:54,affiliate,mobile,home
s_118_7_9392,118,2026-03-13 04:12:33,google,tablet,search
s_127_3_9153,127,2026-03-13 04:14:44,google,desktop,campaign
s_146_4_9701,146,2026-03-13 05:27:55,linkedin,desktop,product
s_212_2_9765,212,2026-03-13 05:40:46,newsletter,desktop,search
s_106_8_9797,106,2026-03-13 06:05:04,google,tablet,campaign
s_195_3_6002,195,2026-03-13 06:05:08,newsletter,tablet,campaign
s_280_1_1118,280,2026-03-13 06:27:56,affiliate,desktop,campaign
s_123_11_2622,123,2026-03-13 06:42:12,instagram,desktop,home
s_245_0_3447,245,2026-03-13 07:03:31,instagram,tablet,product
s_194_8_8231,194,2026-03-13 07:07:29,affiliate,desktop,home
s_64_2_8963,64,2026-03-13 07:34:50,linkedin,desktop,home
s_219_5_3225,219,2026-03-13 09:13:55,google,tablet,search
s_5_10_5066,5,2026-03-13 09:27:32,linkedin,tablet,search
s_105_0_8458,105,2026-03-13 10:24:57,newsletter,mobile,home
s_67_2_2663,67,2026-03-13 11:33:48,instagram,mobile,search
s_296_5_8195,296,2026-03-13 12:03:53,affiliate,mobile,product
s_208_6_4732,208,2026-03-13 12:05:33,direct,mobile,home
s_225_5_8273,225,2026-03-13 12:11:29,google,mobile,campaign
s_216_6_4486,216,2026-03-13 12:12:22,instagram,tablet,home
s_265_12_2560,265,2026-03-13 12:31:17,linkedin,tablet,product
s_251_4_2562,251,2026-03-13 12:34:50,newsletter,mobile,campaign
s_222_5_8877,222,2026-03-13 12:38:05,linkedin,desktop,campaign
s_236_9_8409,236,2026-03-13 12:59:23,affiliate,mobile,home
s_87_2_6662,87,2026-03-13 13:04:17,instagram,tablet,search
s_235_9_2644,235,2026-03-13 13:48:01,affiliate,tablet,product
s_186_4_3173,186,2026-03-13 15:00:29,newsletter,desktop,search
s_253_6_3884,253,2026-03-13 16:16:47,linkedin,tablet,product
s_27_1_7076,27,2026-03-13 16:44:54,newsletter,tablet,product
s_121_5_5354,121,2026-03-13 17:45:39,instagram,tablet,search
s_70_7_7864,70,2026-03-13 18:06:56,affiliate,desktop,product
s_289_3_4095,289,2026-03-13 18:16:01,direct,desktop,product
s_277_2_5511,277,2026-03-13 18:23:46,linkedin,desktop,search
s_101_6_1682,101,2026-03-13 18:34:43,google,desktop,campaign
s_141_8_5505,141,2026-03-13 19:08:00,linkedin,tablet,home
s_196_3_2029,196,2026-03-13 19:15:38,newsletter,desktop,home
s_216_11_3931,216,2026-03-13 19:27:40,direct,mobile,product
s_217_4_8651,217,2026-03-13 19:50:11,direct,desktop,campaign
s_130_2_2697,130,2026-03-13 20:20:02,instagram,tablet,product
s_285_9_1864,285,2026-03-13 20:21:26,linkedin,mobile,product
s_294_0_2792,294,2026-03-13 20:27:51,linkedin,mobile,search
s_11_2_3194,11,2026-03-13 21:01:19,direct,tablet,search
s_248_7_2882,248,2026-03-13 21:02:03,google,mobile,home
s_216_8_9394,216,2026-03-13 21:02:43,google,mobile,product
s_265_4_8260,265,2026-03-13 21:20:06,direct,desktop,campaign
s_36_0_3991,36,2026-03-13 21:47:14,linkedin,tablet,search
s_158_4_9023,158,2026-03-13 22:00:14,google,desktop,campaign
s_96_2_3818,96,2026-03-13 22:01:58,instagram,mobile,campaign
s_122_0_5991,122,2026-03-13 22:23:29,linkedin,mobile,campaign
s_196_2_3340,196,2026-03-13 23:15:13,direct,desktop,campaign
s_123_7_4401,123,2026-03-13 23:23:53,google,mobile,home
s_103_6_2940,103,2026-03-14 00:08:53,direct,desktop,search
s_44_3_3485,44,2026-03-14 00:12:29,instagram,mobile,campaign
s_72_10_7654,72,2026-03-14 00:16:04,newsletter,tablet,campaign
s_146_9_8960,146,2026-03-14 02:19:06,affiliate,mobile,product
s_248_0_6494,248,2026-03-14 02:22:16,newsletter,tablet,product
s_199_0_9710,199,2026-03-14 02:31:34,direct,tablet,product
s_111_0_7534,111,2026-03-14 02:43:03,instagram,mobile,product
s_69_4_4919,69,2026-03-14 03:14:33,linkedin,desktop,product
s_58_7_1821,58,2026-03-14 03:25:34,google,mobile,home
s_134_2_7319,134,2026-03-14 03:26:09,linkedin,desktop,product
s_149_7_6893,149,2026-03-14 03:51:45,newsletter,tablet,campaign
s_299_8_7683,299,2026-03-14 03:52:44,instagram,desktop,search
s_241_7_3179,241,2026-03-14 04:16:42,affiliate,mobile,campaign
s_102_3_1621,102,2026-03-14 04:20:14,instagram,mobile,home
s_279_8_8886,279,2026-03-14 05:02:18,instagram,desktop,campaign
s_213_5_1453,213,2026-03-14 05:15:35,google,tablet,product
s_86_0_3084,86,2026-03-14 05:16:14,linkedin,tablet,campaign
s_180_2_4193,180,2026-03-14 05:25:46,direct,desktop,product
s_104_6_7450,104,2026-03-14 05:27:51,linkedin,mobile,campaign
s_122_10_2471,122,2026-03-14 06:08:10,instagram,tablet,home
s_188_8_2652,188,2026-03-14 06:50:44,google,mobile,search
s_219_7_8895,219,2026-03-14 07:03:26,affiliate,desktop,product
s_292_4_2875,292,2026-03-14 07:48:12,instagram,tablet,product
s_4_9_9716,4,2026-03-14 08:31:43,linkedin,desktop,product
s_257_7_6213,257,2026-03-14 09:54:24,newsletter,mobile,search
s_17_17_1416,17,2026-03-14 10:30:42,google,mobile,campaign
s_19_9_7019,19,2026-03-14 11:04:13,linkedin,mobile,product
s_292_6_6322,292,2026-03-14 11:07:18,google,tablet,product
s_204_5_6660,204,2026-03-14 11:19:10,linkedin,mobile,home
s_268_0_8998,268,2026-03-14 11:34:47,affiliate,desktop,campaign
s_218_1_6084,218,2026-03-14 11:42:53,direct,mobile,product
s_39_3_9298,39,2026-03-14 12:00:27,direct,desktop,search
s_60_5_4399,60,2026-03-14 12:01:08,affiliate,tablet,product
s_26_0_4952,26,2026-03-14 12:05:39,direct,desktop,search
s_33_12_4326,33,2026-03-14 12:21:20,direct,mobile,home
s_103_4_2857,103,2026-03-14 12:41:28,affiliate,tablet,campaign
s_258_2_6628,258,2026-03-14 13:08:17,newsletter,tablet,home
s_77_0_9392,77,2026-03-14 13:41:52,affiliate,tablet,search
s_201_6_2953,201,2026-03-14 13:49:57,linkedin,tablet,search
s_243_4_2384,243,2026-03-14 15:00:26,affiliate,tablet,home
s_211_2_9180,211,2026-03-14 15:32:28,google,mobile,search
s_171_3_1974,171,2026-03-14 15:32:56,linkedin,desktop,search
s_265_6_4217,265,2026-03-14 15:55:35,newsletter,desktop,search
s_35_0_7196,35,2026-03-14 15:59:33,newsletter,desktop,home
s_8_7_3190,8,2026-03-14 16:18:53,instagram,mobile,search
s_154_5_1520,154,2026-03-14 16:34:57,instagram,mobile,home
s_186_0_1317,186,2026-03-14 16:36:30,direct,tablet,product
s_56_10_4427,56,2026-03-14 17:32:13,affiliate,mobile,search
s_178_1_5308,178,2026-03-14 18:03:29,newsletter,tablet,home
s_210_1_2882,210,2026-03-14 18:29:05,affiliate,mobile,home
s_291_7_4703,291,2026-03-14 18:31:05,instagram,mobile,campaign
s_144_9_3852,144,2026-03-14 18:33:15,google,desktop,home
s_143_2_1250,143,2026-03-14 18:39:30,newsletter,desktop,campaign
s_106_7_3134,106,2026-03-14 18:45:19,affiliate,mobile,search
s_66_7_8878,66,2026-03-14 19:34:34,direct,desktop,home
s_84_6_1270,84,2026-03-14 19:57:39,affiliate,desktop,home
s_169_3_3037,169,2026-03-14 20:20:18,google,mobile,product
s_129_3_3461,129,2026-03-14 20:53:47,google,mobile,home
